"movie_odid","display_name","production_company","billing","financing","in_association_with","production"
"175340100","The Mortal Instruments: City of Bones","Unique Features","3","NULL","NULL","1"
"175350100","Noah","Protozoa Pictures","1","NULL","NULL","1"
"175350100","Noah","Paramount Pictures","2","1","NULL","NULL"
"175350100","Noah","Regency Enterprises","3","1","NULL","NULL"
"175390100","Ballplayer: Pelotero","Makuhari Media","1","NULL","NULL","1"
"175390100","Ballplayer: Pelotero","Guagua Productions","2","NULL","NULL","1"
"175390100","Ballplayer: Pelotero","Endeavor Films","3","NULL","NULL","1"
"175460100","Madam Butterfly 3D","RealD","1","1","NULL","0"
"175460100","Madam Butterfly 3D","Royal Opera House","2","1","NULL","0"
"175460100","Madam Butterfly 3D","Principal Large Format","3","NULL","NULL","1"
"175600100","Small, Beautifully Moving Parts","Sacha Pictures","1","NULL","NULL","1"
"175610100","Sleepwalk With Me","Bedrocket Entertainment","1","1","NULL","NULL"
"175610100","Sleepwalk With Me","Official Comedy","2","1","0","NULL"
"175610100","Sleepwalk With Me","WBEZ Public Radio's ""This American Life""","3","1","1","NULL"
"175610100","Sleepwalk With Me","Secret Public Productions","4","NULL","NULL","1"
"175620100","Silent Hill: Revelation 3D","Samuel Hadida","1","1","NULL","NULL"
"175620100","Silent Hill: Revelation 3D","Silent Hill 2 DCP","2","NULL","NULL","1"
"175620100","Silent Hill: Revelation 3D","Davis Films","3","NULL","NULL","1"
"175620100","Silent Hill: Revelation 3D","Konami","4","NULL","1","1"
"175640100","Carrie","Metro-Goldwyn-Mayer Pictures","1","1","NULL","0"
"175640100","Carrie","Screen Gems","2","1","NULL","NULL"
"175640100","Carrie","Misher Films","3","NULL","NULL","1"
"175650100","Rebelle","Item 7","1","NULL","NULL","1"
"175650100","Rebelle","Shen Studio","2","NULL","NULL","1"
"175660100","The Lego Movie","Vertigo Entertainment","1","NULL","NULL","1"
"175660100","The Lego Movie","Lin Pictures","2","NULL","NULL","1"
"175660100","The Lego Movie","Warner Animation Group","3","NULL","NULL","1"
"175670100","42","Warner Bros.","1","1","NULL","NULL"
"175670100","42","Legendary Pictures","2","1","NULL","1"
"175670100","42","Brian Helgeland","3","NULL","NULL","1"
"175700100","Coco","Disney-Pixar","1","NULL","NULL","1"
"175700100","Coco","Walt Disney Pictures","2","1","NULL","NULL"
"175770100","Red Hook Summer","Forty Acres and a Mule","1","NULL","NULL","1"
"175850100","Elena","Non-Stop Productions","1","NULL","NULL","1"
"175870100","This is the End","Columbia Pictures","1","NULL","NULL","1"
"175870100","This is the End","Point Grey","2","NULL","NULL","1"
"175870100","This is the End","Mandate Pictures","3","NULL","NULL","1"
"175990100","Robot & Frank","Park Pictures Features","1","1","NULL","NULL"
"176070100","Long men fei jia","Bona Film Group","1","1","NULL","NULL"
"176070100","Long men fei jia","China Film Company","2","1","NULL","NULL"
"176070100","Long men fei jia","SMG Pictures","3","1","NULL","NULL"
"176070100","Long men fei jia","Shine Show Interactive Media Company","4","1","NULL","NULL"
"176070100","Long men fei jia","Bona Entertainment Company","5","1","NULL","NULL"
"176070100","Long men fei jia","Film Workshop Company","6","NULL","NULL","1"
"176080100","Follow Me: The Yoni Netanyahu Story","Crystal City Entertainment","1","NULL","NULL","1"
"176090100","The Invisible War","Chain Cmera Pictures","1","NULL","NULL","1"
"176090100","The Invisible War","Girls Club Entertainment","2","NULL","NULL","1"
"176090100","The Invisible War","ITVS","3","NULL","NULL","1"
"176090100","The Invisible War","Independent Lens","4","NULL","NULL","1"
"176090100","The Invisible War","Rise Films","5","NULL","1","1"
"176090100","The Invisible War","Fork Films","6","NULL","1","1"
"176090100","The Invisible War","Canal Plus","7","NULL","1","1"
"176090100","The Invisible War","The Corporation for Public Broadcasting","8","NULL","1","1"
"176100100","The Imposter","A&E Indiefilms","1","1","NULL","NULL"
"176100100","The Imposter","Film 4","2","1","NULL","NULL"
"176100100","The Imposter","Channel 4","3","1","NULL","NULL"
"176100100","The Imposter","RAW","4","1","1","NULL"
"176100100","The Imposter","Red Box Films","5","1","1","NULL"
"176100100","The Imposter","Passion Pictures","6","1","1","NULL"
"176110100","Alpeis","Hoas Film","1","1","NULL","1"
"176120100","Yellow Submarine","Apple Film","1","NULL","NULL","NULL"
"176120100","Yellow Submarine","King Feature Syndicate","2","NULL","NULL","NULL"
"176120100","Yellow Submarine","TVC London","3","NULL","NULL","NULL"
"176130100","Liberal Arts","Strategic Motion Ventures","1","1","NULL","NULL"
"176130100","Liberal Arts","BCDF Pictures","2","0","NULL","1"
"176130100","Liberal Arts","Tom Sawyer Entertainment","3","NULL","1","1"
"176140100","How to Survive a Plague","Ninety Thousand Words","1","NULL","NULL","1"
"176140100","How to Survive a Plague","France/Tomchin","2","NULL","NULL","1"
"176140100","How to Survive a Plague","Ford Foundation","3","NULL","1","1"
"176140100","How to Survive a Plague","Just Films","4","NULL","1","1"
"176140100","How to Survive a Plague","Impact Partners","5","NULL","1","1"
"176140100","How to Survive a Plague","Little Punk","6","NULL","1","1"
"176180100","White House Down","Columbia Pictures","1","1","NULL","NULL"
"176180100","White House Down","Mythology Entertainment","2","NULL","NULL","1"
"176180100","White House Down","Centropolis Entertainment","3","NULL","NULL","1"
"176190100","Ruby Sparks","Fox Searchlight Pictures","1","0","NULL","NULL"
"176190100","Ruby Sparks","Bona Fide","2","NULL","NULL","1"
"176210100","Battlefield America","Brian & Barett","1","NULL","NULL","1"
"176370100","Flight","Paramount Pictures","1","1","NULL","NULL"
"176370100","Flight","ImageMovers","2","NULL","NULL","1"
"176370100","Flight","Parkes+Macdonald Productions","3","NULL","NULL","1"
"176420100","Hit & Run","Open Road Films","1","1","NULL","NULL"
"176420100","Hit & Run","Exclusive Media Group","2","1","1","NULL"
"176420100","Hit & Run","Panay Films","3","NULL","NULL","1"
"176420100","Hit & Run","Primate","4","NULL","NULL","1"
"176420100","Hit & Run","Kim and Jim Productions","5","NULL","1","1"
"176540100","Department","Viacom 18","1","NULL","NULL","1"
"176550100","Chely Wright: Wish Me Away","TVgals Media","1","NULL","NULL","1"
"176580100","Bachelorette","Strategic Motion Ventures","1","1","NULL","NULL"
"176580100","Bachelorette","BCDF Pictures","2","NULL","NULL","1"
"176580100","Bachelorette","Gary Sanchez Productions","3","NULL","NULL","1"
"176590100","Paranoia","Relativity Media","1","1","NULL","NULL"
"176590100","Paranoia","Reliance Entertainment","2","1","NULL","0"
"176590100","Paranoia","Demarest Films","3","1","NULL","0"
"176590100","Paranoia","IM Global","4","1","1","NULL"
"176590100","Paranoia","E Stars Distribution","5","1","1","NULL"
"176590100","Paranoia","Emjag","6","NULL","NULL","1"
"176590100","Paranoia","Gaumont","7","NULL","NULL","1"
"176590100","Paranoia","Film 360","8","NULL","NULL","1"
"176590100","Paranoia","Deepak Nayar","9","NULL","NULL","1"
"176600100","Ouwehoeren","Submarine Entertainment","1","NULL","NULL","1"
"176600100","Ouwehoeren","VPRO","2","NULL","NULL","1"
"176610100","Spring Breakers","Muse Productions","1","NULL","NULL","NULL"
"176610100","Spring Breakers","Rabbit Bandini Productions","2","NULL","NULL","NULL"
"176610100","Spring Breakers","Radar Pictures","3","NULL","NULL","NULL"
"176620100","The Color Wheel","Dorset Films","1","NULL","NULL","1"
"176670100","Grassroots","Samuel Goldwyn Films","1","1","NULL","NULL"
"176670100","Grassroots","MRB Productions","2","1","NULL","NULL"
"176710100","Snitch","Participant Media","3","1","NULL","NULL"
"176710100","Snitch","Summit Entertainment","1","1","NULL","NULL"
"176710100","Snitch","Exclusive Media Group","2","1","NULL","1"
"176710100","Snitch","Front Street Productions","5","NULL","1","1"
"176710100","Snitch","Image Nation Abu Dhabi","4","1","1","NULL"
"176720100","The Internship","20th Century Fox","1","1","NULL","NULL"
"176720100","The Internship","Regency Enterprises","2","1","NULL","NULL"
"176720100","The Internship","Wild West Picture Show","3","NULL","NULL","1"
"176720100","The Internship","21 Laps Entertainment","4","NULL","NULL","1"
"176730100","BRO'","Lucky Star Lounge","1","1","NULL","NULL"
"176730100","BRO'","Bizlounge","2","1","NULL","NULL"
"176730100","BRO'","Streetwise Films","3","NULL","NULL","1"
"176730100","BRO'","Indigenous Films","4","NULL","NULL","1"
"176760100","Mimi wo sumaseba","Studio Ghibli","1","NULL","NULL","1"
"176790100","Patagonia Rising","Three Peaks Pictures","1","NULL","NULL","1"
"176790100","Patagonia Rising","Center for Independent Documentary","2","NULL","1","1"
"176820100","Ichimei","American Express","1","NULL","NULL","NULL"
"176820100","Ichimei","Sedic International Inc.","2","NULL","NULL","NULL"
"176820100","Ichimei","Dentsu Inc.","3","NULL","NULL","NULL"
"176820100","Ichimei","Shochiku Company","4","NULL","NULL","NULL"
"176820100","Ichimei","Kodansha","5","NULL","NULL","NULL"
"176820100","Ichimei","OLM","6","NULL","NULL","NULL"
"176820100","Ichimei","Recorded Picture Company","7","NULL","NULL","NULL"
"176820100","Ichimei","Yamanashi","8","NULL","NULL","NULL"
"176820100","Ichimei","Nichinchi Shimbun","9","NULL","NULL","NULL"
"176820100","Ichimei","YBS","10","NULL","NULL","NULL"
"176820100","Ichimei","Yahoo! Japan","12","NULL","NULL","NULL"
"176820100","Ichimei","Asahi Shimbun","13","NULL","NULL","NULL"
"176820100","Ichimei","Shockiku Presentation","14","NULL","NULL","NULL"
"176820100","Ichimei","Hara Kiri Death of a Samurai Film Partners Production","15","NULL","NULL","NULL"
"176830100","Pitch Perfect","Gold Circle Films","2","1","NULL","1"
"176830100","Pitch Perfect","Brownstone","3","NULL","NULL","1"
"176830100","Pitch Perfect","Universal Pictures","1","1","NULL","NULL"
"176850100","The Cottage","Isle of Man Film","1","1","NULL","NULL"
"176850100","The Cottage","UK Film Council","2","1","NULL","NULL"
"176850100","The Cottage","Screen Yorkshire","3","1","NULL","NULL"
"176850100","The Cottage","Steel Mill Pictures","4","NULL","NULL","1"
"176870100","The Day","WWE Studios","1","NULL","NULL","1"
"176940100","The Heat","20th Century Fox","1","1","NULL","NULL"
"176940100","The Heat","Chernin Entertainment","2","NULL","NULL","1"
"176940100","The Heat","TSG Entertainment","3","NULL","1","1"
"176940100","The Heat","Ingenious Media","4","NULL","1","1"
"176950100","Dawn of the Planet of the Apes","Chernin Entertainment","1","NULL","NULL","1"
"176950100","Dawn of the Planet of the Apes","TSG Entertainment","2","NULL","1","1"
"176950100","Dawn of the Planet of the Apes","Ingenious Media","3","NULL","1","1"
"176960100","X-Men: Days of Future Past","Bad Hat Harry Productions","1","NULL","NULL","1"
"176960100","X-Men: Days of Future Past","Donners’ Company","2","NULL","NULL","1"
"176960100","X-Men: Days of Future Past","Simon Kinberg","3","NULL","NULL","1"
"176960100","X-Men: Days of Future Past","Ingenious Media","4","NULL","1","1"
"176980100","One Direction: This is Us","Tri-Star Pictures","1","1","NULL","NULL"
"176980100","One Direction: This is Us","Syco Entertainment","2","NULL","NULL","1"
"176980100","One Direction: This is Us","Modest! Management","3","NULL","NULL","1"
"176980100","One Direction: This is Us","Warrior Poets","4","NULL","1","1"
"176980100","One Direction: This is Us","Fulwell 73","5","NULL","1","1"
"177020100","La nouvelle guerre des boutons","Le Petit Reine","1","NULL","NULL","1"
"177020100","La nouvelle guerre des boutons","TF1 Film Productions","2","NULL","1","1"
"177020100","La nouvelle guerre des boutons","Studio 37","3","NULL","1","1"
"177020100","La nouvelle guerre des boutons","Mars Films","4","NULL","1","1"
"177020100","La nouvelle guerre des boutons","Canal Plus","5","NULL","1","1"
"177030100","Amour","Les Films du Losange","1","NULL","NULL","1"
"177030100","Amour","X Filme Creative Pool","2","NULL","NULL","1"
"177030100","Amour","WEGA Film","3","NULL","NULL","1"
"177040100","Jack Reacher","Paramount Pictures","1","1","NULL","NULL"
"177040100","Jack Reacher","Skydance Productions","2","1","NULL","NULL"
"177040100","Jack Reacher","Tom Cruise Productions","3","NULL","NULL","1"
"177080100","2016: Obama’s America","OAF LLC","1","NULL","NULL","1"
"177080100","2016: Obama’s America","Gerald R. Molen","2","NULL","NULL","1"
"177140100","Stolen","Simon West Productions","1","NULL","NULL","1"
"177200100","Deadly Renovations","Paisaen Productions","1","NULL","NULL","1"
"177200100","Deadly Renovations","Collective Development","2","NULL","NULL","1"
"177200100","Deadly Renovations","Rampant Entertainment","3","NULL","NULL","1"
"177250100","Evocateur: The Morton Downey Jr. Movie","Ironbound Films","1","NULL","NULL","1"
"177250100","Evocateur: The Morton Downey Jr. Movie","Magnolia Pictures","2","NULL","NULL","1"
"177280100","Tabu","O Som e a Furia","1","1","NULL","1"
"177280100","Tabu","Komplizen","2","0","NULL","1"
"177280100","Tabu","Gullane","3","NULL","NULL","1"
"177280100","Tabu","Shellac Sud","4","NULL","NULL","1"
"177280100","Tabu","ZDF","5","NULL","NULL","1"
"177280100","Tabu","Arte","6","NULL","NULL","1"
"177290100","Deadfall","StudioCanal","1","1","NULL","NULL"
"177290100","Deadfall","2929 Productions","2","1","NULL","NULL"
"177330100","Dorfman in Love","Leonard Hill Films","1","NULL","NULL","NULL"
"177450100","Sushi: The Global Catch","Alive Mind Cinema","1","1","NULL","NULL"
"177450100","Sushi: The Global Catch","Sakana Film","2","NULL","NULL","1"
"177500100","Lovelace","Millennium Films","1","NULL","NULL","1"
"177510100","The Obama Effect","Smith Global Management","1","NULL","NULL","1"
"177510100","The Obama Effect","A Bro Distribution","2","NULL","NULL","1"
"177550100","Forces spéciales","Easy Company","1","1","NULL","1"
"177560100","The Paperboy","Lee Daniels Entertainment","1","NULL","NULL","1"
"177560100","The Paperboy","Millennium Films","2","NULL","NULL","1"
"177620100","Dead Man Down","FilmDistrict","1","1","NULL","NULL"
"177620100","Dead Man Down","IM Global","2","1","NULL","NULL"
"177620100","Dead Man Down","WWE Studios","3","1","NULL","NULL"
"177620100","Dead Man Down","Original Film","4","NULL","NULL","1"
"177620100","Dead Man Down","Frequency Films","5","NULL","NULL","1"
"177640100","Brooklyn Brothers Beat the Best","Brooklyn Brothers 5","1","1","NULL","NULL"
"177640100","Brooklyn Brothers Beat the Best","Jason Michael Berman","2","NULL","NULL","1"
"177640100","Brooklyn Brothers Beat the Best","Kwesi Collisson","3","NULL","NULL","1"
"177650100","Teri Meri Kahaani","Eros Entertainment","1","NULL","NULL","1"
"177770100","Bait 3D","Screen Australia","1","0","NULL","1"
"177770100","Bait 3D","Media Development Authority of Singapore","2","0","NULL","1"
"177770100","Bait 3D","Darclight","3","0","NULL","1"
"177770100","Bait 3D","Blackmagic Design","4","0","NULL","1"
"177770100","Bait 3D","Pictures in Paradise","5","NULL","1","1"
"177770100","Bait 3D","Story Bridge Films","6","NULL","1","1"
"177770100","Bait 3D","Screen Queensland","7","NULL","1","1"
"177770100","Bait 3D","Yunnan Film Group","8","NULL","1","1"
"177770100","Bait 3D","Enlight Pictures","9","NULL","1","1"
"177800100","The East","Scott Free Films","1","NULL","NULL","NULL"
"177820100","Nobody Walks","Super Crispy Entertainment","1","1","NULL","NULL"
"177820100","Nobody Walks","Jonathan Schwartz","2","NULL","NULL","1"
"177820100","Nobody Walks","Andrea Sperling","3","NULL","NULL","1"
"177890100","$upercapitalist","Random Art Workshop","1","NULL","NULL","1"
"177910100","Mon pire cauchemar","Cine-@","1","NULL","NULL","1"
"177910100","Mon pire cauchemar","F.B. Productions","2","NULL","NULL","1"
"177910100","Mon pire cauchemar","Pathe","3","NULL","NULL","1"
"177910100","Mon pire cauchemar","M6 Films","4","NULL","NULL","1"
"177910100","Mon pire cauchemar","Entre Chien et Loup","5","NULL","NULL","1"
"177910100","Mon pire cauchemar","Artemis Prods","6","NULL","NULL","1"
"177910100","Mon pire cauchemar","RTBF","7","NULL","NULL","1"
"177910100","Mon pire cauchemar","Taxsheler.be","8","NULL","NULL","1"
"177910100","Mon pire cauchemar","Casa Kafka Pictures","9","NULL","NULL","1"
"177910100","Mon pire cauchemar","Dexia Belgacom","10","NULL","NULL","1"
"177950100","Planet of Snail","Creativeast","1","1","NULL","1"
"177950100","Planet of Snail","Dalpaengee","2","NULL","1","1"
"177950100","Planet of Snail","NHK","3","NULL","1","1"
"177950100","Planet of Snail","YLE Finland","4","NULL","1","1"
"177950100","Planet of Snail","Finnish Film Foundation","5","NULL","1","1"
"177970100","Atlas Shrugged: Part II","Harmon Kaslow & John Aglialoro Prods","1","1","NULL","1"
